,Final Pick,Total Projected Indy Wins,First Quarter Wins,Second Quarter Wins,Third Quarter Wins,Games Played By Carson (17 Max),Colts Made Playoffs,Playoff_Result,Game_Where_Indy_Fell_Out_of_Playoffs,Carson Benched On Purpose,Week Carson Benched On Purpose,Out_of_Division,Game_Where_Indy_Fell_Out_of_Division,Wins_of_Div_Winner,Out_of_Wildcard,Game_Where_Indy_Fell_Out_of_Wildcard,Wins_of_Last_WC,Injured,Week of Injury,Benched,COVID-19 Infection,Games Missed From COVID-19,Week Of COVID-19 Infection,Week 1 Result,Week 2 Result,Week 3 Result,Week 4 Result,Week 5 Result,Week 6 Result,Week 7 Result,Week 8 Result,Week 9 Result,Week 10 Result,Week 11 Result,Week 12 Result,Week 13 Result,Week 14 Result,Week 15 Result,Week 16 Result,Week 17 Result,Draft Pick Points,Carson Final Snap %,Percentage of Total Occurances (%),Colts_Eliminated_From_Division_or_Wild_Card_Race_First
3156,14,8.0,1,4,6,13.93,False,Missed Playoffs,16.0,True,17,True,15.0,11.0,True,16.0,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,JAX,BUF,IND,IND,NE,ARI,OAK,IND,1100,81.94117647058823,0.01,Lost Division First
3157,15,8.0,1,3,5,12.922848308809655,False,Missed Playoffs,16.0,True,17,True,15.0,12.0,True,16.0,9.0,True,12,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,HOU,IND,ARI,IND,IND,1050,76.01675475770385,0.01,Lost Division First
3158,25,9.0,1,3,6,13.68591885780755,True,Second Round Exit,,True,17,True,15.0,12.0,False,,9.0,True,9,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,HOU,IND,ARI,IND,IND,720,80.50540504592676,0.01,None
3159,45,7.0,1,3,4,11.655552159999997,False,Missed Playoffs,17.0,True,17,True,13.0,12.0,True,17.0,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,BUF,TB,HOU,IND,ARI,IND,IND,450,68.56207152941175,0.01,Lost Division First
3160,16,9.0,1,3,6,16.8904,False,Missed Playoffs,,False,0,False,,10.0,False,,10.0,False,0,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,IND,ARI,OAK,IND,1000,99.35529411764705,0.01,Lost Wild Card and Division at Same Time
3161,17,8.0,1,3,5,13.075700343488442,False,Missed Playoffs,17.0,True,17,True,15.0,12.0,True,17.0,10.0,True,9,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,IND,TB,IND,IND,ARI,OAK,IND,950,76.91588437346142,0.01,Lost Division First
3162,24,9.0,1,4,6,15.93,True,First Round Exit,,True,17,True,17.0,11.0,False,,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,NE,IND,OAK,IND,740,93.70588235294117,0.01,None
3163,14,7.0,1,3,5,12.791991999999999,False,Missed Playoffs,16.0,True,17,True,14.0,12.0,True,16.0,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,HOU,NE,IND,OAK,IND,1100,75.24701176470587,0.01,Lost Division First
3164,44,7.0,1,3,4,12.596744159999997,False,Missed Playoffs,17.0,True,17,True,14.0,10.0,True,17.0,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,BUF,TB,IND,IND,ARI,IND,JAX,460,74.09849505882352,0.01,Lost Division First
3165,17,9.0,1,4,7,15.403221789736067,False,Missed Playoffs,,True,17,True,17.0,12.0,False,,9.0,True,15,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,IND,IND,NE,ARI,IND,JAX,950,90.60718699844745,0.01,Lost Division First
3166,27,11.0,1,4,7,16.93,True,Second Round Exit,,False,0,False,,11.0,False,,10.0,False,0,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,IND,IND,IND,ARI,IND,IND,680,99.58823529411764,0.01,None
3167,14,7.0,1,3,5,12.791991999999999,False,Missed Playoffs,15.0,True,17,True,14.0,13.0,True,15.0,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,HOU,NE,ARI,IND,IND,1100,75.24701176470587,0.01,Lost Division First
3168,20,10.0,1,4,6,16.33142762926669,True,First Round Exit,,False,0,False,,11.0,False,,10.0,True,16,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,IND,IND,OAK,IND,850,96.06722134862757,0.01,None
3169,26,10.0,1,3,6,16.8904,True,Second Round Exit,,False,0,False,,11.0,False,,9.0,False,0,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,IND,TB,HOU,IND,IND,IND,IND,700,99.35529411764705,0.01,None
3170,45,8.0,1,3,6,12.325639541511231,False,Missed Playoffs,16.0,True,17,True,14.0,11.0,True,16.0,10.0,True,11,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,HOU,NE,ARI,IND,IND,450,72.5037620088896,0.01,Lost Division First
3171,56,9.0,1,3,5,12.65497826158523,True,First Round Exit,,True,17,True,15.0,12.0,False,,9.0,True,14,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,IND,OAK,IND,340,74.44104859756018,0.01,None
3172,13,8.0,1,4,5,16.16409023679108,False,Missed Playoffs,,False,0,False,,9.0,True,16.0,10.0,True,15,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,JAX,BUF,TB,IND,NE,ARI,IND,IND,1150,95.08288374582988,0.01,Lost Wild Card First
3173,22,10.0,1,3,7,15.34940954288973,True,First Round Exit,,False,0,False,,10.0,False,,10.0,True,16,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,IND,IND,IND,IND,ARI,OAK,IND,780,90.29064436993959,0.01,None
3174,29,11.0,1,3,6,15.89174924685188,True,Conference Final Exit,,False,0,False,,11.0,False,,9.0,True,17,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,IND,TB,IND,IND,IND,IND,IND,640,93.48087792265812,0.01,None
3175,31,11.0,1,3,6,15.573596975386833,True,Super Bowl Exit,,False,0,False,,12.0,False,,9.0,True,17,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,IND,IND,IND,IND,600,91.60939397286371,0.01,None
3176,15,8.0,1,3,6,13.8904,False,Missed Playoffs,,True,17,True,15.0,14.0,False,,8.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,IND,ARI,OAK,JAX,1050,81.70823529411764,0.01,Lost Division First
3177,18,9.0,1,4,7,15.09488521016923,False,Missed Playoffs,,False,0,False,,9.0,False,,10.0,True,17,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,IND,IND,IND,ARI,OAK,JAX,900,88.79344241276017,0.01,Lost Wild Card and Division at Same Time
3178,55,9.0,1,4,5,12.69881629454791,True,First Round Exit,,True,17,True,15.0,12.0,False,,9.0,True,14,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,TB,IND,IND,ARI,IND,IND,350,74.69891937969359,0.01,None
3179,22,9.0,1,3,5,14.902021466470796,True,First Round Exit,,True,17,True,17.0,11.0,False,,9.0,True,12,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,IND,IND,JAX,780,87.65894980276938,0.01,None
3180,44,7.0,1,3,4,11.580249116799997,False,Missed Playoffs,16.0,True,17,True,13.0,14.0,True,16.0,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,JAX,BUF,IND,IND,NE,ARI,IND,IND,460,68.11911245176469,0.01,Lost Division First
3181,32,9.0,1,3,6,13.255245328792505,True,Super Bowl Win,,True,17,True,15.0,13.0,False,,9.0,True,8,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,IND,ARI,IND,JAX,590,77.97203134583826,0.01,None
3182,18,9.0,1,4,7,15.545195135131372,False,Missed Playoffs,,True,17,True,17.0,12.0,False,,9.0,True,9,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,IND,IND,NE,ARI,IND,JAX,900,91.44232432430219,0.01,Lost Division First
3183,17,8.0,1,3,5,12.791991999999999,False,Missed Playoffs,16.0,True,17,True,14.0,12.0,True,16.0,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,HOU,IND,ARI,IND,IND,950,75.24701176470587,0.01,Lost Division First
3184,16,10.0,1,3,7,14.549051497991277,False,Missed Playoffs,,True,17,True,16.0,13.0,False,,10.0,True,13,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,IND,IND,IND,IND,ARI,OAK,IND,1000,85.58265587053693,0.01,Lost Division First
3185,28,9.0,1,3,6,13.8904,True,Second Round Exit,,True,17,True,15.0,12.0,False,,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,HOU,IND,ARI,IND,IND,660,81.70823529411764,0.01,None
3186,12,7.0,1,3,5,12.791991999999999,False,Missed Playoffs,15.0,True,17,True,14.0,13.0,True,15.0,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,HOU,NE,ARI,IND,IND,1200,75.24701176470587,0.01,Lost Division First
3187,24,10.0,1,3,6,16.8904,True,First Round Exit,,False,0,False,,10.0,False,,10.0,False,0,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,IND,ARI,IND,IND,740,99.35529411764705,0.01,None
3188,17,8.0,1,3,5,12.8508,False,Missed Playoffs,17.0,True,17,True,14.0,13.0,True,17.0,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,NE,ARI,IND,IND,950,75.59294117647059,0.01,Lost Division First
3189,16,8.0,1,3,5,13.8508,False,Missed Playoffs,17.0,True,17,True,15.0,12.0,True,17.0,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,ARI,IND,JAX,1000,81.47529411764705,0.01,Lost Division First
3190,23,12.0,1,4,8,16.93,True,First Round Exit,,False,0,False,,12.0,False,,10.0,False,0,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,IND,IND,IND,IND,ARI,IND,IND,760,99.58823529411764,0.01,None
3191,26,12.0,1,4,7,15.652275384746055,True,Second Round Exit,,False,0,False,,12.0,False,,10.0,True,15,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,IND,TB,IND,IND,IND,IND,IND,700,92.07220814556503,0.01,None
3192,25,10.0,1,4,7,16.656329138457888,True,Second Round Exit,,False,0,False,,11.0,False,,10.0,True,9,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,IND,IND,IND,ARI,IND,JAX,720,97.9784066968111,0.01,None
3193,15,8.0,1,3,6,15.710637424608905,False,Missed Playoffs,17.0,True,17,True,17.0,10.0,True,17.0,9.0,True,13,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,IND,IND,IND,NE,ARI,OAK,IND,1050,92.41551426240532,0.01,Lost Wild Card and Division at Same Time
3194,43,7.0,1,3,5,12.086658340121666,False,Missed Playoffs,16.0,True,17,True,14.0,13.0,True,16.0,9.0,True,12,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,IND,TB,HOU,IND,ARI,OAK,IND,470,71.0979902360098,0.01,Lost Division First
3195,22,9.0,1,3,6,13.307152165473582,True,First Round Exit,,True,17,True,15.0,13.0,False,,9.0,True,14,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,IND,ARI,OAK,IND,780,78.27736567925636,0.01,None
3196,24,12.0,1,4,7,15.995306725325797,True,First Round Exit,,False,0,False,,12.0,False,,9.0,True,16,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,IND,IND,IND,IND,IND,IND,740,94.09003956073998,0.01,None
3197,39,5.0,1,3,4,12.03738707050686,False,Missed Playoffs,14.0,True,17,True,14.0,12.0,True,14.0,9.0,True,13,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,BUF,TB,HOU,NE,ARI,OAK,IND,510,70.80815923827565,0.01,Lost Wild Card and Division at Same Time
3198,15,8.0,1,3,5,13.51052051590494,False,Missed Playoffs,16.0,True,17,True,15.0,12.0,True,16.0,10.0,True,14,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,NE,ARI,IND,IND,1050,79.47365009355846,0.01,Lost Division First
3199,41,6.0,1,3,4,11.580249116799997,False,Missed Playoffs,15.0,True,17,True,13.0,13.0,True,15.0,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,JAX,BUF,IND,IND,NE,ARI,IND,JAX,490,68.11911245176469,0.01,Lost Division First
3200,30,11.0,1,4,6,16.026796115520323,True,Conference Final Exit,,False,0,False,,12.0,False,,10.0,True,14,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,IND,IND,IND,IND,IND,IND,620,94.2752712677666,0.01,None
3201,16,9.0,1,4,6,15.96426391075775,False,Missed Playoffs,,False,0,False,,10.0,False,,10.0,True,12,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,IND,ARI,OAK,IND,1000,93.90743476916325,0.01,Lost Wild Card and Division at Same Time
3202,16,9.0,1,4,6,15.98006350865284,False,Missed Playoffs,,False,0,True,17.0,10.0,False,,9.0,True,11,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,IND,ARI,OAK,IND,1000,94.00037358031082,0.01,Lost Division First
3203,43,6.0,1,3,4,11.873822091266101,False,Missed Playoffs,15.0,True,17,True,14.0,13.0,True,15.0,9.0,True,13,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,BUF,TB,HOU,NE,ARI,IND,IND,470,69.8460123015653,0.01,Lost Division First
3204,49,8.0,1,3,4,11.745341230090203,False,Missed Playoffs,17.0,True,17,True,14.0,13.0,True,17.0,10.0,True,8,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,BUF,TB,IND,IND,ARI,IND,IND,410,69.09024252994237,0.01,Lost Division First
3205,28,10.0,1,3,6,15.647843840489244,True,Second Round Exit,,True,17,True,17.0,12.0,False,,10.0,True,16,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,IND,ARI,IND,IND,660,92.04614023817203,0.01,None
3206,16,8.0,1,4,5,12.8904,False,Missed Playoffs,16.0,True,17,True,14.0,13.0,True,16.0,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,TB,IND,NE,ARI,IND,IND,1000,75.82588235294118,0.01,Lost Division First
3207,17,9.0,1,4,7,13.93,False,Missed Playoffs,17.0,True,17,True,15.0,14.0,True,17.0,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,IND,IND,NE,ARI,IND,JAX,950,81.94117647058823,0.01,Lost Division First
3208,17,9.0,1,3,6,13.354630705146253,False,Missed Playoffs,17.0,True,17,True,15.0,11.0,True,17.0,10.0,True,10,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,IND,TB,IND,NE,ARI,IND,IND,950,78.55665120674267,0.01,Lost Division First
3209,17,9.0,1,3,5,16.8112,False,Missed Playoffs,,False,0,False,,9.0,False,,10.0,False,0,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,IND,TB,IND,IND,ARI,IND,IND,950,98.88941176470588,0.01,Lost Wild Card and Division at Same Time
3210,16,8.0,1,4,6,15.93,False,Missed Playoffs,17.0,True,17,True,15.0,13.0,True,17.0,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,JAX,BUF,IND,HOU,IND,ARI,IND,JAX,1000,93.70588235294117,0.01,Lost Division First
3211,42,6.0,1,3,5,12.313832955915135,False,Missed Playoffs,17.0,True,17,True,14.0,11.0,True,17.0,9.0,True,10,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,HOU,NE,ARI,IND,JAX,480,72.43431150538315,0.01,Lost Division First
3212,14,8.0,1,3,5,13.455633745527912,False,Missed Playoffs,,True,17,True,15.0,11.0,False,,8.0,True,9,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,ARI,OAK,IND,1100,79.15078673839947,0.01,Lost Division First
3213,22,10.0,1,4,7,16.29540195067665,True,First Round Exit,,False,0,False,,10.0,False,,9.0,True,8,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,IND,HOU,IND,ARI,IND,IND,780,95.85530559221557,0.01,None
3214,41,6.0,1,3,4,11.714925100083468,False,Missed Playoffs,16.0,True,17,True,14.0,11.0,True,16.0,9.0,True,8,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,BUF,TB,IND,NE,IND,OAK,JAX,490,68.91132411813805,0.01,Lost Division First
3215,17,9.0,1,4,6,15.991689203400947,False,Missed Playoffs,,False,0,False,,10.0,False,,10.0,True,13,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,NE,IND,IND,JAX,950,94.06876002000557,0.01,Lost Wild Card and Division at Same Time
3216,17,9.0,1,3,5,12.887127911254586,False,Missed Playoffs,17.0,True,17,True,15.0,12.0,True,17.0,10.0,True,14,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,950,75.8066347720858,0.01,Lost Division First
3217,26,9.0,1,3,5,14.525230572111665,True,Second Round Exit,,True,17,True,16.0,11.0,False,,9.0,True,15,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,IND,OAK,IND,700,85.44253277712744,0.01,None
3218,14,7.0,1,4,6,13.89884054833884,False,Missed Playoffs,16.0,True,17,True,15.0,13.0,True,16.0,10.0,True,9,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,HOU,IND,ARI,OAK,JAX,1100,81.75788557846377,0.01,Lost Division First
3219,14,7.0,1,3,5,13.376373526443396,False,Missed Playoffs,17.0,True,17,True,15.0,12.0,True,17.0,9.0,True,13,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,ARI,OAK,JAX,1100,78.68455015554939,0.01,Lost Division First
3220,26,10.0,1,4,5,16.377224286456737,True,Second Round Exit,,False,0,False,,10.0,False,,9.0,True,15,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,JAX,BUF,TB,IND,IND,IND,IND,IND,700,96.33661344974551,0.01,None
3221,39,5.0,1,3,4,12.160034200198268,False,Missed Playoffs,14.0,True,17,True,14.0,12.0,True,14.0,9.0,True,12,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,BUF,TB,HOU,NE,ARI,OAK,IND,510,71.52961294234275,0.01,Lost Wild Card and Division at Same Time
3222,47,8.0,1,3,5,12.597041507735607,False,Missed Playoffs,,True,17,True,14.0,14.0,False,,9.0,True,9,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,IND,ARI,IND,JAX,430,74.10024416315063,0.01,Lost Division First
3223,22,10.0,1,3,5,13.693583999999998,True,First Round Exit,,True,17,True,15.0,12.0,False,,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,BUF,IND,IND,IND,IND,IND,IND,780,80.55049411764705,0.01,None
3224,12,8.0,1,3,6,14.877134983767707,False,Missed Playoffs,16.0,True,17,True,16.0,10.0,True,16.0,9.0,True,8,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,IND,TB,HOU,IND,ARI,OAK,IND,1200,87.51255872804533,0.01,Lost Wild Card and Division at Same Time
3225,8,6.0,1,3,4,13.074476330265043,False,Missed Playoffs,16.0,True,17,True,15.0,11.0,True,16.0,10.0,True,10,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,BUF,TB,IND,IND,ARI,OAK,JAX,1400,76.90868429567672,0.01,Lost Division First
3226,21,10.0,1,4,6,13.842476881730187,True,First Round Exit,,True,17,True,15.0,13.0,False,,10.0,True,13,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,IND,IND,NE,IND,IND,IND,800,81.42633459841286,0.01,None
3227,25,8.0,1,4,5,16.598892104110988,True,Second Round Exit,,False,0,False,,8.0,True,17.0,9.0,True,16,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,TB,HOU,IND,ARI,IND,IND,720,97.64054178888816,0.01,None
3228,53,10.0,1,3,6,12.180410962511923,True,First Round Exit,,True,17,True,14.0,14.0,False,,9.0,True,10,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,IND,TB,IND,NE,IND,IND,IND,370,71.64947625007014,0.01,None
3229,13,8.0,1,3,6,13.8904,False,Missed Playoffs,17.0,True,17,True,15.0,13.0,True,17.0,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,IND,TB,IND,NE,IND,OAK,JAX,1150,81.70823529411764,0.01,Lost Division First
3230,16,9.0,1,3,7,12.8904,False,Missed Playoffs,,True,17,True,14.0,13.0,False,,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,IND,IND,HOU,NE,ARI,IND,IND,1000,75.82588235294118,0.01,Lost Division First
3231,19,9.0,1,3,5,15.8112,True,First Round Exit,,True,17,True,17.0,11.0,False,,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,NE,IND,IND,IND,875,93.0070588235294,0.01,None
3232,16,9.0,1,4,6,15.656513729552106,False,Missed Playoffs,,True,17,True,17.0,11.0,False,,10.0,True,11,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,JAX,IND,TB,IND,NE,IND,IND,JAX,1000,92.09713958560063,0.01,Lost Division First
3233,21,10.0,1,4,8,16.516002606758754,True,First Round Exit,,False,0,False,,10.0,False,,10.0,True,16,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,IND,IND,HOU,IND,IND,OAK,JAX,800,97.15295651034562,0.01,None
3234,18,9.0,1,3,5,15.489455577458697,False,Missed Playoffs,,True,17,True,17.0,12.0,False,,9.0,True,12,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,BUF,IND,IND,IND,IND,IND,JAX,900,91.11444457328646,0.01,Lost Division First
3235,16,8.0,1,3,6,13.8508,False,Missed Playoffs,,True,17,True,15.0,12.0,False,,9.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,HOU,NE,ARI,IND,IND,1000,81.47529411764705,0.01,Lost Division First
3236,47,8.0,1,3,4,12.596744159999997,False,Missed Playoffs,16.0,True,17,True,14.0,12.0,True,16.0,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,NYJ,IND,BUF,TB,IND,NE,IND,IND,IND,430,74.09849505882352,0.01,Lost Division First
3237,11,7.0,1,3,5,13.8112,False,Missed Playoffs,17.0,True,17,True,15.0,11.0,True,17.0,8.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,NE,ARI,IND,JAX,1250,81.24235294117646,0.01,Lost Division First
3238,15,8.0,1,4,6,15.647342226260438,False,Missed Playoffs,17.0,True,17,True,17.0,11.0,True,17.0,9.0,True,8,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,NYJ,IND,BUF,IND,IND,NE,ARI,IND,JAX,1050,92.04318956623787,0.01,Lost Wild Card and Division at Same Time
3239,25,9.0,1,4,6,13.164896183021447,True,Second Round Exit,,True,17,True,15.0,12.0,False,,9.0,True,8,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,NE,ARI,IND,IND,720,77.4405657824791,0.01,None
3240,17,9.0,1,4,6,12.837083689578009,False,Missed Playoffs,,True,17,True,15.0,12.0,False,,9.0,True,14,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,NE,ARI,IND,IND,950,75.5122569975177,0.01,Lost Division First
3241,17,9.0,1,3,6,13.182547690327912,False,Missed Playoffs,17.0,True,17,True,15.0,13.0,True,17.0,10.0,True,9,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,IND,IND,IND,ARI,IND,JAX,950,77.54439817839948,0.01,Lost Division First
3242,18,9.0,1,3,5,13.8112,False,Missed Playoffs,17.0,True,17,True,15.0,12.0,True,17.0,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,IND,TB,IND,IND,ARI,IND,IND,900,81.24235294117646,0.01,Lost Division First
3243,17,8.0,1,3,5,12.8508,False,Missed Playoffs,16.0,True,17,True,14.0,12.0,True,16.0,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,IND,NE,ARI,IND,IND,950,75.59294117647059,0.01,Lost Division First
3244,43,6.0,1,3,4,11.714360159999998,False,Missed Playoffs,15.0,True,17,True,13.0,14.0,True,15.0,10.0,False,0,True,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,JAX,BUF,TB,IND,IND,ARI,OAK,JAX,470,68.90800094117647,0.01,Lost Division First
3245,20,9.0,1,3,5,16.72078110964534,True,First Round Exit,,False,0,False,,10.0,False,,9.0,True,16,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,TEN,IND,IND,BUF,TB,HOU,IND,IND,IND,IND,850,98.35753593909024,0.01,None
3246,19,10.0,1,4,6,16.295769903627694,True,First Round Exit,,False,0,False,,10.0,False,,9.0,True,16,False,False,0,0,SEA,LAR,TEN,IND,BAL,IND,IND,IND,IND,IND,BUF,TB,IND,IND,ARI,IND,IND,875,95.85747002133938,0.01,None
